APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
7447007015,1/4/2022 0:00,Single Family,969 W SUMMERLAND AVE,SAN PEDRO,CA,90731,15,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.29835,33.74751,POINT (-118.29835 33.74751)
5215019003,4/13/2022 0:00,Single Family,1833 N JONES AVE,LOS ANGELES,CA,90032,14,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.18729,34.06383,POINT (-118.18729 34.06383)
2169023063,3/9/2022 0:00,Single Family,5096 N SAN FELICIANO DR,LOS ANGELES,CA,91364,3,The Precision Dental Inc.,Shawn Rad,310-903-3480,The precision dental inc.,shawn rad,5096   llano dr.   woodland hills CA 91364,310-488-6818,-118.60919,34.16153,POINT (-118.60919 34.16153)
5307019017,12/23/2022 0:00,Multi-Family,4135 N GUARDIA AVE,LOS ANGELES,CA,90032,14,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.16888,34.09372,POINT (-118.16888 34.09372)
5588026091,3/25/2022 0:00,Single Family,4411  LOS FELIZ,LOS ANGELES,CA,90027,4,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.2855,34.11267,POINT (-118.2855 34.11267)
5119031010,1/24/2022 0:00,Single Family,1430 E 20TH ST,LOS ANGELES,CA,90011,9,Debra Ruge,Tom Ruge,714-970-8531,Debra Ruge,Tom Ruge,21645   Dunrobin WAY  Yorba Linda CA 92887,714-809-2146,-118.24829,34.02117,POINT (-118.24829 34.02117)
2629023012,11/21/2022 0:00,Single Family,12813 W OTTOMAN ST,LOS ANGELES,CA,91331,6,FlagStar,Eric Moore,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard CIR Safeg Valley View OH 44125,800-852-8306,-118.41199,34.24072,POINT (-118.41199 34.24072)
6020017019,1/10/2022 0:00,Multi-Family,523 W 78TH ST,LOS ANGELES,CA,90044,8,Statebridge,Bryce Fendall,720-697-6421,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.28363,33.96893,POINT (-118.28363 33.96893)
2666021023,7/21/2022 0:00,Single Family,11214 N COLLETT AVE,LOS ANGELES,CA,91344,12,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.48346,34.2741,POINT (-118.48346 34.2741)
6050014025,1/28/2022 0:00,Single Family,822 E 95TH ST,LOS ANGELES,CA,90002,8,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.25999,33.95013,POINT (-118.25999 33.95013)
2321009029,9/26/2022 0:00,Single Family,12215 W CREWE ST,LOS ANGELES,CA,91605,2,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.39931,34.19672,POINT (-118.39931 34.19672)
2508013019,9/20/2022 0:00,Single Family,14157 W SAYRE ST,LOS ANGELES,CA,91342,7,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.44209,34.3029,POINT (-118.44209 34.3029)
6050018030,1/10/2022 0:00,Single Family,759 E 97TH ST,LOS ANGELES,CA,90002,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.26101,33.94849,POINT (-118.26101 33.94849)
2124022024,1/11/2022 0:00,Single Family,6215 N LINDLEY AVE,LOS ANGELES,CA,91335,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.52743,34.1822,POINT (-118.52743 34.1822)
6065013022,1/20/2022 0:00,Multi-Family,1409 E 108TH ST,LOS ANGELES,CA,90059,15,Gregory Funding,MARCUS BROWN,866-712-5698,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.2498,33.93794,POINT (-118.2498 33.93794)
4330006094,1/7/2022 0:00,Single Family,1331 S ROXBURY DR 1-6,LOS ANGELES,CA,90035,5,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.40314,34.05503,POINT (-118.40314 34.05503)
6084031043,1/13/2022 0:00,Single Family,11656 S BELHAVEN ST,LOS ANGELES,CA,90059,15,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.25501,33.92862,POINT (-118.25501 33.92862)
4256023027,3/21/2022 0:00,Single Family,2568 S MILITARY AVE,LOS ANGELES,CA,90064,5,Mr Cooper,Paula Acosta,888-456-0714,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.43053,34.03527,POINT (-118.43053 34.03527)
6023019018,4/25/2022 0:00,Single Family,855 E 76TH PL,LOS ANGELES,CA,90001,9,MIDFIRST BANK,ERIK KENNER,405-426-1280,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,-118.25892,33.97039,POINT (-118.25892 33.97039)
2555021005,9/6/2022 0:00,Single Family,8219 W GRENOBLE ST,LOS ANGELES,CA,91040,7,Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.31204,34.26052,POINT (-118.31204 34.26052)
5120027007,7/26/2022 0:00,Single Family,826 E 32ND ST,LOS ANGELES,CA,90011,9,PHH Mortgage,Shelly Martinez,346-471-3551,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.26152,34.01575,POINT (-118.26152 34.01575)
2563017015,1/10/2022 0:00,Single Family,7283 W LAS PLUMAS LANE,LOS ANGELES,CA,91042,7,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.29118,34.24854,POINT (-118.29118 34.24854)
2678005002,2/2/2022 0:00,Single Family,16342 W TUBA ST,LOS ANGELES,CA,91343,12,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.48878,34.2564,POINT (-118.48878 34.2564)
5062006022,2/9/2022 0:00,Multi-Family,5136 W WASHINGTON BLVD,LOS ANGELES,CA,90016,10,"Propfunds Capital, LLC C/O RESS Financial Corporation",Bruce Beasley,951-270-0164,NULL,NULL,,NULL,-118.35213,34.04095,POINT (-118.35213 34.04095)
6052029016,10/4/2022 0:00,Single Family,417 E 97TH ST,LOS ANGELES,CA,90003,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.26667,33.94843,POINT (-118.26667 33.94843)
2580019098,1/21/2022 0:00,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.40547,34.31186,POINT (-118.40547 34.31186)
2644021024,4/8/2022 0:00,Single Family,9641 N VARNA AVE,LOS ANGELES,CA,91331,6,PennyMac Loan Services,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.44363,34.24539,POINT (-118.44363 34.24539)
2654006022,6/27/2022 0:00,Single Family,9031 N NOBLE AVE,LOS ANGELES,CA,91343,7,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.46115,34.23451,POINT (-118.46115 34.23451)
2512032021,12/19/2022 0:00,Single Family,13126 N VISTA VIEW CIR,LOS ANGELES,CA,91342,7,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.42396,34.30894,POINT (-118.42396 34.30894)
2108030010,1/28/2022 0:00,Single Family,20855 W BALTAR ST,LOS ANGELES,CA,93063,3,Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.58824,34.21674,POINT (-118.58824 34.21674)
2247007015,10/20/2022 0:00,Single Family,5513 N COSTELLO AVE,VAN NUYS,CA,91401,4,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,"WELLS FARGO BANK, N.A",MORTGAGE SERVICES,602  W ROUTE 66   GLENDORA CA 91740,866-563-1100,-118.43793,34.17078,POINT (-118.43793 34.17078)
5107026020,1/18/2022 0:00,Multi-Family,1173 E 50TH ST,LOS ANGELES,CA,90011,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.25472,33.99812,POINT (-118.25472 33.99812)
4323012086,6/8/2022 0:00,Single Family,1882 S GREENFIELD AVE,LOS ANGELES,CA,90025,5,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.43868,34.04648,POINT (-118.43868 34.04648)
5092009004,6/6/2022 0:00,Single Family,4016 W INGRAHAM ST,LOS ANGELES,CA,90005,5,Reina Bello,The Orantes Firm,213-389-4362,NULL,NULL,,NULL,-118.31499,34.06065,POINT (-118.31499 34.06065)
6041005017,6/15/2022 0:00,Multi-Family,150 E 88TH PL,LOS ANGELES,CA,90003,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.27211,33.9563,POINT (-118.27211 33.9563)
5523030003,1/2/2022 0:00,Multi-Family,580 N WINDSOR BLVD,LOS ANGELES,CA,90004,13,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.31949,34.08122,POINT (-118.31949 34.08122)
5458011003,1/10/2022 0:00,Single Family,3022 W AVENUE 32,LOS ANGELES,CA,90065,13,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.2424,34.11518,POINT (-118.2424 34.11518)
5080018012,1/24/2022 0:00,Multi-Family,1103 S HOBART BLVD,LOS ANGELES,CA,90006,10,"Val-Chris Investments, Inc.",Brittany Popineau,949-252-8020,NULL,NULL,,NULL,-118.3054,34.05065,POINT (-118.3054 34.05065)
2707002019,3/16/2022 0:00,Single Family,20560 W NORTHRIDGE ROAD,LOS ANGELES,CA,91311,12,Gregory Funding,MARCUS BROWN,866-712-5698,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.57349,34.26964,POINT (-118.57349 34.26964)
2327019029,1/20/2022 0:00,Single Family,7054 N ETHEL AVE,LOS ANGELES,CA,91605,2,Gregory Funding,MARCUS BROWN,866-712-5698,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.41802,34.19901,POINT (-118.41802 34.19901)
5034014033,9/28/2022 0:00,Single Family,3924 S DUBLIN AVE,LOS ANGELES,CA,90008,10,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32209,34.0138,POINT (-118.32209 34.0138)
7448019003,3/31/2022 0:00,Single Family,529 W SHIELDS DR,SAN PEDRO,CA,90731,15,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.28912,33.7516,POINT (-118.28912 33.7516)
5486006013,1/4/2022 0:00,Single Family,6041 E DELPHI ST,LOS ANGELES,CA,90042,14,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.18868,34.12394,POINT (-118.18868 34.12394)
2176018002,7/7/2022 0:00,Single Family,18616 W TARZANA DR,LOS ANGELES,CA,91356,3,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.53805,34.16089,POINT (-118.53805 34.16089)
5054011011,1/7/2022 0:00,Single Family,2633 S VAN BUREN PL,LOS ANGELES,CA,90007,8,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.29716,34.03164,POINT (-118.29716 34.03164)
4431002010,9/15/2022 0:00,Single Family,1282 N CALLE DE SEVILLA,LOS ANGELES,CA,90272,11,Luther  Burbank Savings,Chris Espina,310-606-8990,Sand Castle Field Services,Michelle Bellante,165  E Bishops WAY 150 Brookfield WI 53005,262-754-6006,-118.55888,34.06913,POINT (-118.55888 34.06913)
5005023022,5/5/2022 0:00,Single Family,5731 S ST ANDREWS PL,LOS ANGELES,CA,90062,8,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.31148,33.99006,POINT (-118.31148 33.99006)
2715016031,11/23/2022 0:00,Single Family,11039 N GARDEN GROVE AVE,LOS ANGELES,CA,91326,12,Bank of America c/o Reverse Mortgage Solutions,Josefina Scott,832-616-5907,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.52978,34.27084,POINT (-118.52978 34.27084)
7452007003,10/20/2022 0:00,Single Family,220 N PATTON AVE,SAN PEDRO,CA,90732,15,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.3063,33.74478,POINT (-118.3063 33.74478)
2502023076,7/10/2022 0:00,Single Family,14482 W FOOTHILL BLVD,SYLMAR,CA,91342,7,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.44922,34.32183,POINT (-118.44922 34.32183)
2344011019,6/17/2022 0:00,Single Family,13359 W CHANDLER BLVD,LOS ANGELES,CA,91401,4,Bogos Karaoglanyan,Baret Fink,310-739-0895,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.4245,34.16871,POINT (-118.4245 34.16871)
2148009002,5/26/2022 0:00,Single Family,20809 W KITTRIDGE ST,LOS ANGELES,CA,91306,3,"Prestamos CDFI, LLC",Carlos Ramos,602-282-8511,"Prestamos CDFI, LLC",Carlos Ramos,1024  E Buckeye ROAD 270 Phoenix AZ 85034,602-282-8511,-118.58661,34.19112,POINT (-118.58661 34.19112)
4360032028,2/1/2022 0:00,Single Family,10535  WILSHIRE,LOS ANGELES,CA,90024,5,AmWest Funding Corp,Javier Ortiz,626-290-9017,NULL,NULL,,NULL,-118.43326,34.06253,POINT (-118.43326 34.06253)
6087014010,4/27/2022 0:00,Single Family,321 W 118TH ST,LOS ANGELES,CA,90061,15,PHH Mortgage  C/O Reverse Mortgage Solutions,Shellly Martinez,281-404-7962,Guardian Asset Management,Jessica Zubritsky,2300  E Lincoln HWY 700 Langhorne PA 19047,888-872-9094,-118.2791,33.92657,POINT (-118.2791 33.92657)
6067011015,8/8/2022 0:00,Multi-Family,2119 E 113TH ST,LOS ANGELES,CA,90059,15,"2 Circle Ventures, LLC",Artur Galstian,818-241-9988,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.23423,33.93256,POINT (-118.23423 33.93256)
2727020008,4/4/2022 0:00,Single Family,9439 N FARRALONE AVE,LOS ANGELES,CA,91311,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.61061,34.24199,POINT (-118.61061 34.24199)
2673019058,10/12/2022 0:00,Single Family,8415 N GLORIA AVE,LOS ANGELES,CA,91343,12,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.48103,34.22334,POINT (-118.48103 34.22334)
2290025009,12/6/2022 0:00,Single Family,4701 N LOUISE AVE,LOS ANGELES,CA,91316,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.50989,34.15472,POINT (-118.50989 34.15472)
6055026065,2/4/2022 0:00,Single Family,9227 S HARVARD BLVD,LOS ANGELES,CA,90047,8,Reverse Mortgage Solutions,Josefina Scott,832-616-5907,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.30696,33.95178,POINT (-118.30696 33.95178)
2617011006,3/7/2022 0:00,Single Family,14366 W GERMAIN ST,LOS ANGELES,CA,91345,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44609,34.26375,POINT (-118.44609 34.26375)
2761015010,1/21/2022 0:00,Single Family,9800 N PENFIELD AVE,LOS ANGELES,CA,91311,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.56945,34.24805,POINT (-118.56945 34.24805)
5511042005,8/30/2022 0:00,Single Family,6517 W COLGATE AVE,LOS ANGELES,CA,90048,5,LoanCare,ERIC MOORE,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.36805,34.06991,POINT (-118.36805 34.06991)
5183016019,3/2/2022 0:00,Multi-Family,521 S BREED ST 1-7,LOS ANGELES,CA,90033,14,CWCapital Asset Management,Giovanna Cavagnaro,770-882-8479,NULL,NULL,,NULL,-118.21457,34.03905,POINT (-118.21457 34.03905)
6011005022,4/18/2022 0:00,Multi-Family,226 E 69TH ST,LOS ANGELES,CA,90003,9,Gregory Funding,MARCUS BROWN,866-712-5698,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.27081,33.97686,POINT (-118.27081 33.97686)
6066012056,9/7/2022 0:00,Single Family,10402 S LOU-DILLON AVE,LOS ANGELES,CA,90002,15,Banc of California dba Banc Home Loans,Property Preservation,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.23473,33.94138,POINT (-118.23473 33.94138)
2786025020,1/4/2022 0:00,Single Family,18175 W ECCLES ST,LOS ANGELES,CA,91325,12,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.52992,34.22385,POINT (-118.52992 34.22385)
5524002027,2/1/2022 0:00,Multi-Family,816 N MANSFIELD AVE,LOS ANGELES,CA,90038,13,Sound Equity High Income Debt Fund LLC,Julie Williams,425-375-0679,Sound Capital,Ken Hanson,2099  S State College BLVD  Temecula CA 92806,206-790-5277,-118.34051,34.08579,POINT (-118.34051 34.08579)
2128003152,1/4/2022 0:00,Single Family,19010  KITTRIDGE ST,LOS ANGELES,CA,91335,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Pacific Star Contracting Services Inc,April Soto,15400   Belgrade Street 86 ST  WESTMINSTER CA 92683,631-806-2657,-118.54707,34.1901,POINT (-118.54707 34.1901)
2038034016,1/27/2022 0:00,Single Family,6537 N SHOUP AVE,LOS ANGELES,CA,91307,12,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.6149,34.18925,POINT (-118.6149 34.18925)
5022004024,1/4/2022 0:00,Single Family,1828 W 41ST PL,LOS ANGELES,CA,90062,8,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.31237,34.00803,POINT (-118.31237 34.00803)
4241015024,2/1/2022 0:00,Multi-Family,724 E PALMS BLVD,LOS ANGELES,CA,90291,11,Sound Equity High Income Debt Fund LLC,Julie Williams,425-375-0679,Sound Capital,Ken Hanson,2099  S State College BLVD  Temecula CA 92806,206-790-5277,-118.46196,33.99265,POINT (-118.46196 33.99265)
5513014024,6/23/2022 0:00,Single Family,143 S HIGHLAND AVE,LOS ANGELES,CA,90036,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.33875,34.07229,POINT (-118.33875 34.07229)
2779004036,8/4/2022 0:00,Single Family,8710 N INDEPENDENCE AVE,LOS ANGELES,CA,93063,3,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.59031,34.22843,POINT (-118.59031 34.22843)
5023002006,1/27/2022 0:00,Multi-Family,4064 S 8TH AVE,LOS ANGELES,CA,90008,10,Simon Silberstein,Simon Silberstein,818-404-4982,NULL,NULL,,NULL,-118.32607,34.01028,POINT (-118.32607 34.01028)
2356036034,11/11/2022 0:00,Single Family,4631 N VANTAGE AVE,LOS ANGELES,CA,91607,2,Reverse Mortgage Funding,Property Registrations,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.39784,34.15493,POINT (-118.39784 34.15493)
2784016013,3/9/2022 0:00,Single Family,8343 N SYLVIA AVE,LOS ANGELES,CA,91324,12,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.55257,34.2217,POINT (-118.55257 34.2217)
5089011054,12/15/2022 0:00,Single Family,750 S SPAULDING,LOS ANGELES,CA,90036,5,Rocket Mortgage LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.35699,34.06109,POINT (-118.35699 34.06109)
4335008181,8/22/2022 0:00,Single Family,100 S DOHENY,LOS ANGELES,CA,90048,5,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.38955,34.07508,POINT (-118.38955 34.07508)
2034012013,7/8/2022 0:00,Single Family,23934 W ARCHWOOD ST,LOS ANGELES,CA,91307,12,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.64793,34.19179,POINT (-118.64793 34.19179)
