APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
2257020210,2/24/2023,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,Mr Cooper,Paula Acosta,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.51815,34.17036,POINT (-118.51815 34.17036)
2258015004,1/6/2023,Single Family,5019 1/2 N GENESTA AVE,LOS ANGELES,CA,91316,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.5034,34.16234,POINT (-118.5034 34.16234)
2258023005,1/6/2023,Single Family,5141 N GENESTA AVE,LOS ANGELES,CA,91316,4,"Amwest Funding Corp,",Miriam Gonzalez,714-831-3731,Trustee Corps,Myron Ravelo,17100   Gillette AVE  Irvine CA 92614,949-252-8300,-118.5034,34.16432,POINT (-118.5034 34.16432)
2258026059,1/24/2023,Single Family,5229 N BALBOA BLVD,LOS ANGELES,CA,91356,4,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.50128,34.16615,POINT (-118.50128 34.16615)
2259007017,2/21/2023,Single Family,16651 W LA MAIDA ST,LOS ANGELES,CA,91436,4,U.S. Bank National Association,Ashish Tomar,866-952-6514,"Mortgage Contracting Services, LLC",Code Compliance,350   Highland Suite 100 DR  Lewisville TX 75067,469-341-9169,-118.4962,34.16199,POINT (-118.4962 34.16199)
2260010015,1/25/2023,Single Family,4910 N LIBBIT AVE,LOS ANGELES,CA,91436,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.48783,34.15882,POINT (-118.48783 34.15882)
2261006043,1/3/2023,Single Family,4964 N DENSMORE AVE,LOS ANGELES,CA,91436,4,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.47685,34.16002,POINT (-118.47685 34.16002)
2261020014,2/16/2023,Single Family,5034 N GAVIOTA AVE,LOS ANGELES,CA,91436,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.48123,34.16065,POINT (-118.48123 34.16065)
2263038084,1/25/2023,Single Family,14807 W OTSEGO ST,LOS ANGELES,CA,91403,4,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.45554,34.16316,POINT (-118.45554 34.16316)
2264006128,1/19/2023,Single Family,4665 N WILLIS AVE,LOS ANGELES,CA,91403,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.45545,34.15594,POINT (-118.45545 34.15594)
2265001137,2/3/2023,Single Family,4501 N CEDROS AVE,SHERMAN OAKS,CA,91403,4,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.45319,34.15328,POINT (-118.45319 34.15328)
2266003095,2/1/2023,Single Family,14235 W DICKENS ST,LOS ANGELES,CA,91423,4,City National Bank,Aurora Li,213-673-8958,NULL,NULL,,NULL,-118.44323,34.1489,POINT (-118.44323 34.1489)
2266008008,1/24/2023,Single Family,14452 W GREENLEAF ST,LOS ANGELES,CA,91423,4,MUFG Union Bank,Kristine Nguyen,858-457-6355,mufg union bank n.a,Kristine nguyen,9885   Towne Centre Drive   San Diego CA 92121,858-457-6355,-118.44838,34.14791,POINT (-118.44838 34.14791)
2266012030,1/31/2023,Single Family,4160 N CAMINO DE LA CUMBRE,LOS ANGELES,CA,91423,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx,Code Compliance,0   PO Box 874   Brandon FL 33509,877-339-8202,-118.44262,34.14594,POINT (-118.44262 34.14594)
2266013054,1/3/2023,Single Family,14121 W DICKENS ST,LOS ANGELES,CA,91423,4,Fay Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.44054,34.14836,POINT (-118.44054 34.14836)
2266015032,1/6/2023,Single Family,4209 N COSTELLO AVE,LOS ANGELES,CA,91423,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.43737,34.14704,POINT (-118.43737 34.14704)
2266022024,1/24/2023,Single Family,4136 N DAVANA ROAD,LOS ANGELES,CA,91423,4,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43385,34.1453,POINT (-118.43385 34.1453)
2272009030,1/3/2023,Single Family,4055 N MURIETTA AVE,LOS ANGELES,CA,91423,4,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43664,34.14279,POINT (-118.43664 34.14279)
2274017034,1/9/2023,Vacant Residential,3836 N OAKFIELD DR,LOS ANGELES,CA,91423,4,"JS CREATIONS, INC.",ASHER HAREL,213-624-5928,GARY NOVOTNY,GARY NOVOTNY,8800   WENTWORTH ST  SUNLAND CA 91040,818-590-5582,-118.44715,34.14059,POINT (-118.44715 34.14059)
2274028002,1/18/2023,Single Family,4050 N CAMINO DE LA CUMBRE,LOS ANGELES,CA,91423,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.44299,34.14363,POINT (-118.44299 34.14363)
2275011015,1/9/2023,Single Family,3929 N DEERVALE DR,LOS ANGELES,CA,91403,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.45153,34.14281,POINT (-118.45153 34.14281)
2275030004,1/3/2023,Single Family,3731 N BEVERLY GLEN BLVD,LOS ANGELES,CA,91423,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.45052,34.13886,POINT (-118.45052 34.13886)
2276014078,1/3/2023,Single Family,14521  BENEFIT,LOS ANGELES,CA,91403,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.44983,34.15,POINT (-118.44983 34.15)
2276036033,1/24/2023,Single Family,14617 W ROUND VALLEY DR,LOS ANGELES,CA,91403,4,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.45114,34.14605,POINT (-118.45114 34.14605)
2277009019,1/12/2023,Single Family,15047 W RAYNETA DR,LOS ANGELES,CA,91403,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.46235,34.14455,POINT (-118.46235 34.14455)
2281004002,1/3/2023,Single Family,4244 N WOODCLIFF ROAD,LOS ANGELES,CA,91403,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.46709,34.1479,POINT (-118.46709 34.1479)
2281009001,3/16/2023,Single Family,4043 N WOODCLIFF RD,LOS ANGELES,CA,91403,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.46753,34.14398,POINT (-118.46753 34.14398)
2284007044,1/3/2023,Single Family,16626 W LAUREN WAY,LOS ANGELES,CA,91436,4,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.49552,34.15679,POINT (-118.49552 34.15679)
2284008043,1/3/2023,Single Family,16643 W NANBERRY RD,LOS ANGELES,CA,91436,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.49599,34.15415,POINT (-118.49599 34.15415)
2284018010,1/6/2023,Single Family,16221 W ELISA PL,LOS ANGELES,CA,91436,4,Fay Servicing,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.48664,34.14935,POINT (-118.48664 34.14935)
2286005014,3/21/2023,Single Family,16381 W MANDALAY DR,LOS ANGELES,CA,91436,4,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Elliott J Services LLC,Elliott Ramirez,242  E Cottonwood ST  ONTARIO CA 91761,909-262-4175,-118.48847,34.14138,POINT (-118.48847 34.14138)
2286009035,3/3/2023,Single Family,3804 N BALLINA CANYON RD,LOS ANGELES,CA,91436,4,SLN INVESTMENT LLC,Sel Demirci,949-537-6710,NULL,NULL,,NULL,-118.49082,34.1396,POINT (-118.49082 34.1396)
2287008018,3/3/2023,Single Family,3627 N HAYVENHURST AVE,LOS ANGELES,CA,91436,4,"G.S. MANAGEMENT INC., ET AL C/O RESS FINANCIAL CORPORATION",Bruce Beasley,951-270-0164,"PS Funding, Inc",Casey Corcoran,2121   Park PL  El Segundo CA 90245,323-687-6238,-118.49735,34.13697,POINT (-118.49735 34.13697)
2287012064,1/19/2023,Single Family,3418 N ALGINET DR,LOS ANGELES,CA,91436,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.49715,34.13214,POINT (-118.49715 34.13214)
2289022005,1/9/2023,Single Family,4625 N PETIT AVE,LOS ANGELES,CA,91436,4,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,Caroline Grimm,9447   Firestone BLVD  Downey CA 90241,652-237-6102,-118.49653,34.15524,POINT (-118.49653 34.15524)
2290007029,1/6/2023,Single Family,4949 N ENCINO AVE,LOS ANGELES,CA,91316,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx-,Renee Sonnier,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.51448,34.16061,POINT (-118.51448 34.16061)
2290026020,1/24/2023,Single Family,4625 N LOUISE AVE,LOS ANGELES,CA,91316,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.50992,34.1535,POINT (-118.50992 34.1535)
2292001012,1/3/2023,Single Family,17071 W COUNTESS PL,LOS ANGELES,CA,91436,4,ANGEL OAK MORTGAGE FUND EU TRUST,SELECT PORTFOLIO SERVICING,888-349-8964,"CAERUS HOLDINGS, LLC",Sam Sapp,19160   sylvan ST  Tarzana CA 91335,214-212-8413,-118.50545,34.15006,POINT (-118.50545 34.15006)
2292008011,1/3/2023,Single Family,17033 W COTTER PL,LOS ANGELES,CA,91436,4,Security National Servicing Corp,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.50404,34.14353,POINT (-118.50404 34.14353)
2301012051,1/3/2023,Single Family,7910 N VENTURA CANYON AVE,LOS ANGELES,CA,91402,6,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.42859,34.21412,POINT (-118.42859 34.21412)
2301019008,1/10/2023,Single Family,13340 W WILLARD ST,LOS ANGELES,CA,91402,6,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.42417,34.21822,POINT (-118.42417 34.21822)
2301022022,2/17/2023,Multi-Family,7818 N ALLOTT AVE,LOS ANGELES,CA,91402,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.4275,34.21259,POINT (-118.4275 34.21259)
2303018042,1/6/2023,Single Family,7923 N COLDWATER CANYON AVE,LOS ANGELES,CA,91605,2,Capital Mortgage Services,Melinda Camacho,806-796-1231,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.41548,34.21449,POINT (-118.41548 34.21449)
2304019010,1/15/2023,Multi-Family,13007 W LORNE ST,LOS ANGELES,CA,91605,2,Yakte Properties c/o Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.41666,34.21757,POINT (-118.41666 34.21757)
2307025013,1/3/2023,Single Family,7454 N VANTAGE AVE,LOS ANGELES,CA,91605,2,Mr Cooper,Paula Acosta,888-456-0714,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.39793,34.20627,POINT (-118.39793 34.20627)
2308007020,1/30/2023,Single Family,12607 W WILLARD ST,LOS ANGELES,CA,91605,2,"PFN LENDING GROUP, INC DBA PRIORITY FINANCIAL NETWORK",BENITA KESSLER,818-936-3828,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.40793,34.21893,POINT (-118.40793 34.21893)
2309005016,1/3/2023,Single Family,7831 N LAURELGROVE AVE,LOS ANGELES,CA,91605,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.40102,34.21313,POINT (-118.40102 34.21313)
2309008011,3/20/2023,Single Family,8061 N LAURELGROVE AVE,LOS ANGELES,CA,91605,2,U.S. Bank National Association,Ashish Tomar,866-952-6514,"Mortgage Contracting Services, LLC",Code Compliance,350   Highland Suite 100 DR  Lewisville TX 75067,469-341-9169,-118.40102,34.21747,POINT (-118.40102 34.21747)
2309018004,3/10/2023,Single Family,8131 N BELLINGHAM AVE,LOS ANGELES,CA,91605,2,US BANK National Association,Alma Emery,866-952-6514,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.39888,34.21862,POINT (-118.39888 34.21862)
2310009002,2/1/2023,Single Family,11853 W STRATHERN ST,LOS ANGELES,CA,91605,6,U.S. Bank Trustee - Truman 2016 SC6 Title Trust,Susan Dicicco,914-730-7026,Cambridge Realtors,Erik Sellfors,2655   1st ST 250 Simi Valley CA 93065,805-522-1113,-118.39167,34.21585,POINT (-118.39167 34.21585)
2310012036,1/11/2023,Single Family,12006 W CANTARA ST,LOS ANGELES,CA,91605,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.39467,34.21924,POINT (-118.39467 34.21924)
2310022022,1/16/2023,Single Family,11853 W BLYTHE ST,LOS ANGELES,CA,91605,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.3917,34.21492,POINT (-118.3917 34.21492)
2311010017,2/15/2023,Single Family,7830 N FARMDALE AVE,LOS ANGELES,CA,91605,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.38052,34.21297,POINT (-118.38052 34.21297)
2311013019,3/17/2023,Single Family,7837 N LEMP AVE,LOS ANGELES,CA,91605,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.38464,34.2131,POINT (-118.38464 34.2131)
2315006015,1/5/2023,Single Family,7710 N BONNER AVE,LOS ANGELES,CA,91352,6,"Mazal Ventures, LLC",Terry Dailey,877-510-6400,"Mazal Ventures, LLC",Terry Dailey,16875  W Bernardo DR 270 San Diego CA 92127,619-607-3395,-118.37347,34.21063,POINT (-118.37347 34.21063)
2316017001,2/1/2023,Single Family,7403 N FARMDALE AVE,LOS ANGELES,CA,91605,2,Jeffrey & Kathleen Family Trust c/o California TD Specialists,Kathleen Myers,818-631-3074,NULL,NULL,,NULL,-118.38136,34.20502,POINT (-118.38136 34.20502)
2319014018,1/3/2023,Single Family,11142 W WELBY WAY,LOS ANGELES,CA,91606,2,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.37351,34.19305,POINT (-118.37351 34.19305)
2321024006,1/11/2023,Multi-Family,6821 N BEN AVE,NORTH HOLLYWOOD,CA,91605,2,First American Trustee Servicing Solutions,Eric Moore,877-338-3791,AXOS BANK,MICHELLE BARISDALE,4350   La Jolla Village DR  San Diego CA 92122,877-351-2265,-118.39444,34.19474,POINT (-118.39444 34.19474)
2321025023,1/9/2023,Single Family,6838 N LAUREL CANYON BLVD,LOS ANGELES,CA,91605,2,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.3963,34.19512,POINT (-118.3963 34.19512)
2321026010,1/10/2023,Multi-Family,6805 N VANTAGE AVE,NORTH HOLLYWOOD,CA,91605,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.39777,34.1943,POINT (-118.39777 34.1943)
2322011030,1/4/2023,Single Family,6751 N RADFORD AVE,LOS ANGELES,CA,91606,2,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.39228,34.19358,POINT (-118.39228 34.19358)
2322019023,2/13/2023,Single Family,11800 W ARCHWOOD ST,LOS ANGELES,CA,91606,2,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.39032,34.19201,POINT (-118.39032 34.19201)
2322021032,1/24/2023,Multi-Family,6653 N GENTRY AVE,LOS ANGELES,CA,91606,2,Bank of The West,Nuvia Shuttin,800-545-8180,Bank of The West,Karolin Youdin,20516   Devonshire ST  Chatsworth CA 91311,818-739-0777,-118.39342,34.19185,POINT (-118.39342 34.19185)
2325004020,1/11/2023,Multi-Family,12753 W WELBY WAY,LOS ANGELES,CA,91606,2,Selene Finance LP,Eric Moore,877-338-3791,SERVICELINK,CLIENT SERVICES,11802   Ridge PKWY 100 Broomfield CO 80021,877-847-8544,-118.41119,34.19319,POINT (-118.41119 34.19319)
2325018033,1/3/2023,Single Family,12535 W VICTORY BLVD,LOS ANGELES,CA,91606,2,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.40656,34.18696,POINT (-118.40656 34.18696)
2325029021,3/14/2023,Single Family,6502 N ALCOVE AVE,LOS ANGELES,CA,91606,2,Bank of the West,Samantha Dillon,402-918-4027,SafeGuard,Erik Byers,7887   Safeguard Cir  Valley View OH 44125,216-739-2900,-118.41263,34.1887,POINT (-118.41263 34.1887)
2326015011,1/5/2023,Single Family,6554 N ETHEL AVE,LOS ANGELES,CA,91606,2,"Redwood Trust Deed Services, Inc.",Robert Cullen,800-378-4388,"Redwood Trust Deed Services, Inc.",Robert Cullen,919   Norumbega DR  Monrovia CA 91016,800-378-4388,-118.41688,34.18963,POINT (-118.41688 34.18963)
2327019029,1/16/2023,Single Family,7054 N ETHEL AVE,LOS ANGELES,CA,91605,2,Gregory Funding,MARCUS BROWN,866-712-5698,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.41802,34.19901,POINT (-118.41802 34.19901)
2328009102,2/8/2023,Single Family,13627 W HART ST,LOS ANGELES,CA,91405,2,"RTI PROPERTIES, INC.",ROBERT ABBASI,310-532-5008,Assero Services,Mayra Duprey,60   Blacksmith RD  Newtown PA 18940,866-832-1711,-118.43,34.19768,POINT (-118.43 34.19768)
2328017029,1/3/2023,Single Family,13458 W VOSE ST,LOS ANGELES,CA,91405,2,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.42661,34.1984,POINT (-118.42661 34.1984)
2328020010,1/31/2023,Single Family,7045 N VARNA AVE,LOS ANGELES,CA,91605,2,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.42408,34.19873,POINT (-118.42408 34.19873)
2328030001,3/10/2023,Single Family,13342 W BARBARA ANN ST,LOS ANGELES,CA,91605,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.42402,34.20016,POINT (-118.42402 34.20016)
2331005017,2/21/2023,Single Family,6344 N ATOLL AVE,LOS ANGELES,CA,91401,2,FREEDOM MORTGAGE SERVICES,BYRON GLADDEN,866-563-1100,MORTGAGE CONTRACTING SERVICES LLC,CODE COMPLIANCE,350   Highland DR 100 Lewisville TX 75067,866-563-1100,-118.4202,34.18606,POINT (-118.4202 34.18606)
2331013016,1/3/2023,Single Family,6144 N VAN NOORD AVE,LOS ANGELES,CA,91401,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.41548,34.18246,POINT (-118.41548 34.18246)
2331032218,3/14/2023,Single Family,6344 N MORSE AVE 1-3,LOS ANGELES,CA,91606,2,Cenlar FSB,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.41511,34.18514,POINT (-118.41511 34.18514)
2332015015,1/3/2023,Single Family,6219 N BABCOCK AVE,LOS ANGELES,CA,91606,2,Mr Cooper,Paula Acosta,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.40645,34.18362,POINT (-118.40645 34.18362)
2332017008,1/11/2023,Single Family,6238 N BABCOCK AVE,LOS ANGELES,CA,91606,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.4062,34.18416,POINT (-118.4062 34.18416)
2333007045,1/3/2023,Single Family,12347 W SYLVAN ST,LOS ANGELES,CA,91606,2,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.40246,34.18499,POINT (-118.40246 34.18499)
2335001020,1/17/2023,Single Family,6545 N TUJUNGA AVE,LOS ANGELES,CA,91606,2,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.37921,34.1898,POINT (-118.37921 34.1898)
2335014008,1/10/2023,Single Family,6418 N BECK AVE,LOS ANGELES,CA,91606,2,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.38328,34.18739,POINT (-118.38328 34.18739)
